anio,carrera,sexo,via_ingreso,matriculas
2020,ENF,M,CUPO BEA,3
2020,ENF,M,CUPO OFICIO DEMRE,1
2020,ENF,M,CUPO PACE,2
2020,ENF,M,CUPO P.S.U.,47
2020,ENF,M,CUPO PUEBLOS INDIGENAS,1
2020,ENF,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,HCS,F,CAMBIO DE CARRERA,2
2020,HCS,F,CONTINUIDAD BACHILLER,2
2020,HCS,F,CUPO DEPORTISTA DESTACADO,1
2020,HCS,F,CUPO PACE,1
2020,HCS,F,CUPO P.S.U.,55
2020,HCS,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,HCS,M,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,HCS,M,CAMBIO DE CARRERA,3
2020,HCS,M,CAMBIO DE PLAN DE ESTUDIOS,1
2020,HCS,M,CUPO PACE,1
2020,HCS,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2020,HCS,M,CUPO P.S.U.,36
2020,HCS,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,ICAMB,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,ICAMB,F,CUPO MATRICULA POR EXCEPCIÓN DEMRE,1
2020,ICAMB,F,CUPO P.S.U.,43
2020,ICAMB,M,CUPO PACE,1
2020,ICAMB,M,CUPO P.S.U.,21
2020,ICBIO,F,CUPO BEA,5
2020,ICBIO,F,CUPO P.S.U.,35
2020,ICBIO,M,CUPO BEA,1
2020,ICBIO,M,CUPO DEPORTISTA DESTACADO,1
2020,ICBIO,M,CUPO PACE,1
2020,ICBIO,M,CUPO P.S.U.,25
2020,ICBIOM,F,CUPO BEA,3
2020,ICBIOM,F,CUPO PACE,1
2020,ICBIOM,F,CUPO P.S.U.,35
2020,ICBIOM,M,CUPO BEA,1
2020,ICBIOM,M,CUPO DEPORTISTA DESTACADO,1
2020,ICBIOM,M,CUPO P.S.U.,22
2020,ICELEC,F,CAMBIO DE CARRERA,3
2020,ICELEC,F,CONTINUIDAD BACHILLER,2
2020,ICELEC,F,CUPO P.S.U.,75
2020,ICELEC,F,INGRESO ESPECIAL VESPERTINO,3
2020,ICELEC,M,CAMBIO DE CARRERA,10
2020,ICELEC,M,CAMBIO DE PLAN DE ESTUDIOS,1
2020,ICELEC,M,CONTINUIDAD BACHILLER,5
2020,ICELEC,M,CUPO BEA,16
2020,ICELEC,M,CUPO DEPORTISTA DESTACADO,2
2020,ICELEC,M,CUPO OFICIO DEMRE,3
2020,ICELEC,M,CUPO PACE,9
2020,ICELEC,M,CUPO P.S.U.,531
2020,ICELEC,M,INGRESO ESPECIAL VESPERTINO,75
2020,ICELEC,M,NO INGRESADO,1
2020,ICELEC,M,OTROS,16
2020,ICELEC,M,P.A.A.,1
2020,ICELEC,M,TRASLADO DESDE OTRA INSTITUCIÓN,2
2020,ICGEOG,F,CAMBIO DE CARRERA,1
2020,ICGEOG,F,CONTINUIDAD BACHILLER,1
2020,ICGEOG,F,CUPO BEA,1
2020,ICGEOG,F,CUPO PACE,1
2020,ICGEOG,F,CUPO P.S.U.,46
2020,ICGEOG,F,INGRESO ESPECIAL PROMEDIO PSU,1
2020,ICGEOG,M,CAMBIO DE PLAN DE ESTUDIOS,1
2020,ICGEOG,M,CUPO PACE,2
2020,ICGEOG,M,CUPO P.S.U.,86
2020,ICGEOG,M,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,1
2020,ICGEOG,M,OTROS,2
2020,ICGEOG,M,P.A.A. (REINSC/REPOST),1
2020,ICIND,F,CAMBIO DE CARRERA,1
2020,ICIND,F,CAMBIO DE CARRERA POR VOCACIÓN,1
2020,ICIND,F,CONTINUIDAD BACHILLER,11
2020,ICIND,F,CUPO BEA,27
2020,ICIND,F,CUPO DEPORTISTA DESTACADO,3
2020,ICIND,F,CUPO HIJO DE FUNCIONARIO,3
2020,ICIND,F,CUPO PACE,8
2020,ICIND,F,CUPO P.S.U.,260
2020,ICIND,F,CUPO PUEBLOS INDIGENAS,1
2020,ICIND,F,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,1
2020,ICIND,F,INGRESO ESPECIAL VESPERTINO,42
2020,ICIND,F,OTROS,3
2020,ICIND,F,PROSECUCION ESTUDIOS,15
2020,ICIND,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,ICIND,M,CAMBIO DE CARRERA,6
2020,ICIND,M,CAMBIO DE CARRERA POR VOCACIÓN,1
2020,ICIND,M,CONTINUIDAD BACHILLER,14
2020,ICIND,M,CUPO BEA,23
2020,ICIND,M,CUPO DEPORTISTA DESTACADO,5
2020,ICIND,M,CUPO HIJO DE FUNCIONARIO,4
2020,ICIND,M,CUPO OFICIO DEMRE,1
2020,ICIND,M,CUPO PACE,6
2020,ICIND,M,CUPO P.S.U.,327
2020,ICIND,M,CUPO PUEBLOS INDIGENAS,4
2020,ICIND,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,2
2020,ICIND,M,INGRESO ESPECIAL VESPERTINO,131
2020,ICIND,M,OTROS,13
2020,ICIND,M,PROSECUCION ESTUDIOS,28
2020,ICIND,M,TRASLADO DESDE OTRA INSTITUCIÓN,5
2020,ICINF,F,CAMBIO DE CARRERA,1
2020,ICINF,F,CONTINUIDAD BACHILLER,1
2020,ICINF,F,CUPO BEA,5
2020,ICINF,F,CUPO PACE,2
2020,ICINF,F,CUPO P.S.U.,51
2020,ICINF,F,INGRESO ESPECIAL VESPERTINO,1
2020,ICINF,F,OTROS,3
2020,ICINF,F,TRASLADO DESDE OTRA INSTITUCIÓN,2
2020,ICINF,M,CAMBIO DE CARRERA,17
2020,ICINF,M,CAMBIO DE CARRERA POR VOCACIÓN,4
2020,ICINF,M,CONTINUIDAD BACHILLER,3
2020,ICINF,M,CUPO BEA,25
2020,ICINF,M,CUPO DEPORTISTA DESTACADO,1
2020,ICINF,M,CUPO PACE,5
2020,ICINF,M,CUPO P.S.U.,333
2020,ICINF,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2020,ICINF,M,INGRESO ESPECIAL VESPERTINO,5
2020,ICINF,M,OTROS,4
2020,ICINF,M,P.A.A.,1
2020,ICINF,M,PROSECUCION ESTUDIOS,6
2020,ICINF,M,TRASLADO DESDE OTRA INSTITUCIÓN,5
2020,ICMEC,F,CAMBIO DE CARRERA,1
2020,ICMEC,F,CUPO BEA,1
2020,ICMEC,F,CUPO P.S.U.,61
2020,ICMEC,F,CUPO PUEBLOS INDIGENAS,1
2020,ICMEC,F,INGRESO ESPECIAL VESPERTINO,5
2020,ICMEC,M,CAMBIO DE CARRERA,22
2020,ICMEC,M,CONTINUIDAD BACHILLER,2
2020,ICMEC,M,CUPO BEA,13
2020,ICMEC,M,CUPO DEPORTISTA DESTACADO,1
2020,ICMEC,M,CUPO HIJO DE FUNCIONARIO,1
2020,ICMEC,M,CUPO MATRICULA POR EXCEPCIÓN DEMRE,1
2020,ICMEC,M,CUPO PACE,9
2020,ICMEC,M,CUPO P.S.U.,433
2020,ICMEC,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2020,ICMEC,M,INGRESO ESPECIAL VESPERTINO,55
2020,ICMEC,M,NO INGRESADO,1
2020,ICMEC,M,OTROS,14
2020,ICMEC,M,PROSECUCION ESTUDIOS,1
2020,ICMEC,M,TRASLADO DESDE OTRA INSTITUCIÓN,3
2020,ICMECAT,F,CUPO P.S.U.,13
2020,ICMECAT,M,CUPO P.S.U.,57
2020,ICMECAT,M,OTROS,1
2020,ICMET,F,CAMBIO DE CARRERA,4
2020,ICMET,F,CONTINUIDAD BACHILLER,2
2020,ICMET,F,CUPO PACE,1
2020,ICMET,F,CUPO P.S.U.,62
2020,ICMET,F,INGRESO ESPECIAL VESPERTINO,1
2020,ICMET,F,OTROS,4
2020,ICMET,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,ICMET,M,CAMBIO DE CARRERA,6
2020,ICMET,M,CAMBIO DE PLAN DE ESTUDIOS,1
2020,ICMET,M,CONTINUIDAD BACHILLER,2
2020,ICMET,M,CUPO BEA,6
2020,ICMET,M,CUPO DEPORTISTA DESTACADO,1
2020,ICMET,M,CUPO OFICIO DEMRE,2
2020,ICMET,M,CUPO PACE,4
2020,ICMET,M,CUPO P.S.U.,199
2020,ICMET,M,INGRESO ESPECIAL VESPERTINO,7
2020,ICMET,M,OTROS,12
2020,ICMET,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,ICMIN,F,CONTINUIDAD BACHILLER,4
2020,ICMIN,F,CUPO BEA,9
2020,ICMIN,F,CUPO DEPORTISTA DESTACADO,1
2020,ICMIN,F,CUPO HIJO DE FUNCIONARIO,1
2020,ICMIN,F,CUPO PACE,3
2020,ICMIN,F,CUPO P.S.U.,151
2020,ICMIN,F,INGRESO ESPECIAL VESPERTINO,12
2020,ICMIN,F,OTROS,2
2020,ICMIN,F,PROSECUCION ESTUDIOS,2
2020,ICMIN,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,ICMIN,M,CAMBIO DE CARRERA,13
2020,ICMIN,M,CAMBIO DE PLAN DE ESTUDIOS,3
2020,ICMIN,M,CONTINUIDAD BACHILLER,8
2020,ICMIN,M,CUPO BEA,21
2020,ICMIN,M,CUPO DEPORTISTA DESTACADO,4
2020,ICMIN,M,CUPO HIJO DE FUNCIONARIO,3
2020,ICMIN,M,CUPO PACE,7
2020,ICMIN,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2020,ICMIN,M,CUPO P.S.U.,337
2020,ICMIN,M,CUPO PUEBLOS INDIGENAS,1
2020,ICMIN,M,INGRESO ESPECIAL VESPERTINO,85
2020,ICMIN,M,OTROS,26
2020,ICMIN,M,PROSECUCION ESTUDIOS,18
2020,ICMIN,M,TRASLADO DESDE OTRA INSTITUCIÓN,3
2020,ICOBR,F,CAMBIO DE CARRERA,4
2020,ICOBR,F,CONTINUIDAD BACHILLER,1
2020,ICOBR,F,CUPO BEA,7
2020,ICOBR,F,CUPO DEPORTISTA DESTACADO,1
2020,ICOBR,F,CUPO PACE,3
2020,ICOBR,F,CUPO P.S.U.,128
2020,ICOBR,F,CUPO PUEBLOS INDIGENAS,1
2020,ICOBR,F,INGRESO ESPECIAL VESPERTINO,4
2020,ICOBR,F,OTROS,2
2020,ICOBR,F,PROSECUCION ESTUDIOS,1
2020,ICOBR,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,ICOBR,M,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,ICOBR,M,CAMBIO DE CARRERA,9
2020,ICOBR,M,CAMBIO DE PLAN DE ESTUDIOS,1
2020,ICOBR,M,CONTINUIDAD BACHILLER,6
2020,ICOBR,M,CUPO BEA,20
2020,ICOBR,M,CUPO DEPORTISTA DESTACADO,2
2020,ICOBR,M,CUPO MATRICULA POR EXCEPCIÓN DEMRE,1
2020,ICOBR,M,CUPO OFICIO DEMRE,1
2020,ICOBR,M,CUPO PACE,8
2020,ICOBR,M,CUPO P.S.U.,308
2020,ICOBR,M,INGRESO ESPECIAL VESPERTINO,41
2020,ICOBR,M,OTROS,13
2020,ICOBR,M,PROSECUCION ESTUDIOS,10
2020,ICOBR,M,TRASLADO DESDE OTRA INSTITUCIÓN,5
2020,ICQUIM,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,ICQUIM,F,CAMBIO DE CARRERA,5
2020,ICQUIM,F,CONTINUIDAD BACHILLER,1
2020,ICQUIM,F,CUPO BEA,4
2020,ICQUIM,F,CUPO DEPORTISTA DESTACADO,1
2020,ICQUIM,F,CUPO PACE,1
2020,ICQUIM,F,CUPO P.S.U.,141
2020,ICQUIM,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2020,ICQUIM,F,OTROS,4
2020,ICQUIM,F,TRASLADO DESDE OTRA INSTITUCIÓN,2
2020,ICQUIM,M,CAMBIO DE CARRERA,6
2020,ICQUIM,M,CUPO BEA,5
2020,ICQUIM,M,CUPO PACE,2
2020,ICQUIM,M,CUPO P.S.U.,175
2020,ICQUIM,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2020,ICQUIM,M,OTROS,6
2020,ICQUIM,M,PROSECUCION ESTUDIOS,2
2020,ICQUIM,M,TRASLADO DESDE OTRA INSTITUCIÓN,2
2020,ICTEL,F,CUPO OFICIO DEMRE,1
2020,ICTEL,F,CUPO P.S.U.,10
2020,ICTEL,F,INGRESO ESPECIAL PROMEDIO PSU,1
2020,ICTEL,M,CAMBIO DE CARRERA,1
2020,ICTEL,M,CUPO DEPORTISTA DESTACADO,1
2020,ICTEL,M,CUPO PACE,1
2020,ICTEL,M,CUPO P.S.U.,26
2020,ICTEL,M,INGRESO ESPECIAL PROMEDIO PSU,1
2020,IEAMB,F,INGRESO ESPECIAL VESPERTINO,21
2020,IEAMB,F,PROSECUCION ESTUDIOS,1
2020,IEAMB,M,INGRESO ESPECIAL VESPERTINO,19
2020,IEAMB,M,PROSECUCION ESTUDIOS,1
2020,IECLIM,F,CUPO PACE,1
2020,IECLIM,F,CUPO P.S.U.,16
2020,IECLIM,M,CAMBIO DE CARRERA,2
2020,IECLIM,M,CUPO PACE,2
2020,IECLIM,M,CUPO P.S.U.,66
2020,IECLIM,M,INGRESO ESPECIAL PROMEDIO PSU,1
2020,IECLIM,M,P.A.A.,2
2020,IECLIM,M,PROSECUCION ESTUDIOS,1
2020,IEELEC,F,CAMBIO DE CARRERA,3
2020,IEELEC,F,CUPO BEA,1
2020,IEELEC,F,CUPO PACE,1
2020,IEELEC,F,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2020,IEELEC,F,CUPO P.S.U.,23
2020,IEELEC,F,INGRESO ESPECIAL VESPERTINO,22
2020,IEELEC,F,OTROS,9
2020,IEELEC,F,PROGRAMA ESPECIAL DE REGULARIZACION,1
2020,IEELEC,M,CAMBIO DE CARRERA,35
2020,IEELEC,M,CONTINUIDAD BACHILLER,5
2020,IEELEC,M,CUPO BEA,2
2020,IEELEC,M,CUPO PACE,6
2020,IEELEC,M,CUPO P.S.U.,295
2020,IEELEC,M,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,4
2020,IEELEC,M,INGRESO ESPECIAL VESPERTINO,263
2020,IEELEC,M,OTROS,68
2020,IEELEC,M,P.A.A.,1
2020,IEELEC,M,P.A.A. (REINSC/REPOST),1
2020,IEELEC,M,PROGRAMA ESPECIAL DE REGULARIZACION,15
2020,IEELEC,M,PROSECUCION ESTUDIOS,3
2020,IEELEC,M,TRASLADO DESDE OTRA INSTITUCIÓN,3
2020,IEGEOM,F,CAMBIO DE CARRERA,4
2020,IEGEOM,F,CONTINUIDAD BACHILLER,1
2020,IEGEOM,F,CUPO P.S.U.,46
2020,IEGEOM,F,INGRESO ESPECIAL VESPERTINO,8
2020,IEGEOM,F,OTROS,8
2020,IEGEOM,F,PROGRAMA ESPECIAL DE REGULARIZACION,1
2020,IEGEOM,M,CAMBIO DE CARRERA,4
2020,IEGEOM,M,CONTINUIDAD BACHILLER,1
2020,IEGEOM,M,CUPO BEA,1
2020,IEGEOM,M,CUPO DEPORTISTA DESTACADO,1
2020,IEGEOM,M,CUPO P.S.U.,81
2020,IEGEOM,M,INGRESO ESPECIAL PROMEDIO PSU,1
2020,IEGEOM,M,INGRESO ESPECIAL VESPERTINO,31
2020,IEGEOM,M,OTROS,9
2020,IEGEOM,M,PROSECUCION ESTUDIOS,2
2020,IEIND,F,CAMBIO DE CARRERA,4
2020,IEIND,F,CONTINUIDAD BACHILLER,1
2020,IEIND,F,CUPO BEA,1
2020,IEIND,F,CUPO DEPORTISTA DESTACADO,2
2020,IEIND,F,CUPO PACE,4
2020,IEIND,F,CUPO P.S.U.,123
2020,IEIND,F,INGRESO ESPECIAL VESPERTINO,48
2020,IEIND,F,OTROS,21
2020,IEIND,F,P.A.A. (REINSC/REPOST),1
2020,IEIND,F,PROSECUCION ESTUDIOS,7
2020,IEIND,M,CAMBIO DE CARRERA,8
2020,IEIND,M,CUPO BEA,5
2020,IEIND,M,CUPO DEPORTISTA DESTACADO,6
2020,IEIND,M,CUPO PACE,1
2020,IEIND,M,CUPO P.S.U.,248
2020,IEIND,M,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,1
2020,IEIND,M,INGRESO ESPECIAL PROMEDIO PSU,1
2020,IEIND,M,INGRESO ESPECIAL VESPERTINO,103
2020,IEIND,M,OTROS,27
2020,IEIND,M,PROSECUCION ESTUDIOS,17
2020,IEINF,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,IEINF,F,CAMBIO DE CARRERA,3
2020,IEINF,F,CUPO BEA,1
2020,IEINF,F,CUPO P.S.U.,22
2020,IEINF,F,INGRESO ESPECIAL VESPERTINO,2
2020,IEINF,F,OTROS,15
2020,IEINF,F,PROSECUCION ESTUDIOS,1
2020,IEINF,M,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,IEINF,M,CAMBIO DE CARRERA,15
2020,IEINF,M,CAMBIO DE CARRERA POR VOCACIÓN,2
2020,IEINF,M,CUPO BEA,21
2020,IEINF,M,CUPO PACE,5
2020,IEINF,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2020,IEINF,M,CUPO P.S.U.,156
2020,IEINF,M,INGRESO ESPECIAL VESPERTINO,26
2020,IEINF,M,OTROS,66
2020,IEINF,M,P.A.A.,1
2020,IEINF,M,PROSECUCION ESTUDIOS,9
2020,IEINF,M,TRASLADO DESDE OTRA INSTITUCIÓN,4
2020,IEMEC,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,IEMEC,F,CAMBIO DE CARRERA,1
2020,IEMEC,F,CUPO P.S.U.,20
2020,IEMEC,F,INGRESO ESPECIAL VESPERTINO,8
2020,IEMEC,F,OTROS,10
2020,IEMEC,M,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,IEMEC,M,CAMBIO DE CARRERA,18
2020,IEMEC,M,CONTINUIDAD BACHILLER,3
2020,IEMEC,M,CUPO BEA,2
2020,IEMEC,M,CUPO DEPORTISTA DESTACADO,2
2020,IEMEC,M,CUPO PACE,3
2020,IEMEC,M,CUPO P.S.U.,189
2020,IEMEC,M,INGRESO ESPECIAL VESPERTINO,93
2020,IEMEC,M,OTROS,108
2020,IEMEC,M,PROSECUCION ESTUDIOS,2
2020,IEMEC,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,IEMET,F,CAMBIO DE CARRERA,2
2020,IEMET,F,CUPO P.S.U.,34
2020,IEMET,F,OTROS,3
2020,IEMET,F,P.A.A. (REINSC/REPOST),2
2020,IEMET,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,IEMET,M,CAMBIO DE CARRERA,6
2020,IEMET,M,CUPO P.S.U.,76
2020,IEMET,M,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,1
2020,IEMET,M,OTROS,27
2020,IEMET,M,P.A.A. (REINSC/REPOST),2
2020,IEMIN,F,CAMBIO DE CARRERA,4
2020,IEMIN,F,CUPO BEA,1
2020,IEMIN,F,CUPO DEPORTISTA DESTACADO,1
2020,IEMIN,F,CUPO PACE,1
2020,IEMIN,F,CUPO P.S.U.,54
2020,IEMIN,F,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,1
2020,IEMIN,F,INGRESO ESPECIAL PROMEDIO PSU,1
2020,IEMIN,F,OTROS,17
2020,IEMIN,M,CAMBIO DE CARRERA,19
2020,IEMIN,M,CONTINUIDAD BACHILLER,2
2020,IEMIN,M,CUPO BEA,2
2020,IEMIN,M,CUPO DEPORTISTA DESTACADO,1
2020,IEMIN,M,CUPO PACE,2
2020,IEMIN,M,CUPO P.S.U.,140
2020,IEMIN,M,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,1
2020,IEMIN,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2020,IEMIN,M,INGRESO ESPECIAL PROMEDIO PSU,1
2020,IEMIN,M,OTROS,52
2020,IEMIN,M,PROSECUCION ESTUDIOS,2
2020,IEQUIM,F,CAMBIO DE CARRERA,6
2020,IEQUIM,F,CUPO P.S.U.,79
2020,IEQUIM,F,INGRESO ESPECIAL VESPERTINO,17
2020,IEQUIM,F,OTROS,23
2020,IEQUIM,F,PROSECUCION ESTUDIOS,14
2020,IEQUIM,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,IEQUIM,M,CAMBIO DE CARRERA,1
2020,IEQUIM,M,CUPO BEA,1
2020,IEQUIM,M,CUPO DEPORTISTA DESTACADO,1
2020,IEQUIM,M,CUPO MATRICULA POR EXCEPCIÓN DEMRE,1
2020,IEQUIM,M,CUPO P.S.U.,82
2020,IEQUIM,M,INGRESO ESPECIAL VESPERTINO,19
2020,IEQUIM,M,OTROS,15
2020,IEQUIM,M,PROSECUCION ESTUDIOS,13
2020,INGAGRO,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,INGAGRO,F,CAMBIO DE CARRERA,1
2020,INGAGRO,F,CONTINUIDAD BACHILLER,2
2020,INGAGRO,F,CUPO HIJO DE FUNCIONARIO,1
2020,INGAGRO,F,CUPO PACE,1
2020,INGAGRO,F,CUPO P.S.U.,99
2020,INGAGRO,F,INGRESO ESPECIAL PARA ESTABLECIMIENTOS DE ADMINISTRACIÓN DELEGADA USACH,1
2020,INGAGRO,M,CAMBIO DE CARRERA,2
2020,INGAGRO,M,CONTINUIDAD BACHILLER,1
2020,INGAGRO,M,CUPO DEPORTISTA DESTACADO,1
2020,INGAGRO,M,CUPO P.S.U.,79
2020,INGAGRO,M,CUPO PUEBLOS INDIGENAS,1
2020,INGAL,F,ALUMNO VISITANTE POR RESOLUCIÓN,2
2020,INGAL,F,CAMBIO DE CARRERA,8
2020,INGAL,F,CAMBIO DE PLAN DE ESTUDIOS,7
2020,INGAL,F,CUPO PACE,3
2020,INGAL,F,CUPO P.S.U.,147
2020,INGAL,F,PROSECUCION ESTUDIOS,1
2020,INGAL,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,INGAL,M,CAMBIO DE CARRERA,2
2020,INGAL,M,CAMBIO DE PLAN DE ESTUDIOS,2
2020,INGAL,M,CUPO BEA,1
2020,INGAL,M,CUPO PACE,2
2020,INGAL,M,CUPO P.S.U.,45
2020,INGAL,M,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,INGAMB,F,CAMBIO DE CARRERA,1
2020,INGAMB,F,CONTINUIDAD BACHILLER,5
2020,INGAMB,F,CUPO BEA,1
2020,INGAMB,F,CUPO DEPORTISTA DESTACADO,1
2020,INGAMB,F,CUPO OFICIO DEMRE,1
2020,INGAMB,F,CUPO PACE,4
2020,INGAMB,F,CUPO P.S.U.,103
2020,INGAMB,F,OTROS,4
2020,INGAMB,F,TRASLADO DESDE OTRA INSTITUCIÓN,1
2020,INGAMB,M,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,INGAMB,M,CAMBIO DE CARRERA,1
2020,INGAMB,M,CUPO DEPORTISTA DESTACADO,2
2020,INGAMB,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2020,INGAMB,M,CUPO P.S.U.,60
2020,INGAMB,M,OTROS,3
2020,INGAMB,M,TRASLADO DESDE OTRA INSTITUCIÓN,2
2020,INGBIO,F,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,INGBIO,F,CAMBIO DE CARRERA,1
2020,INGBIO,F,CONTINUIDAD BACHILLER,2
2020,INGBIO,F,CUPO BEA,1
2020,INGBIO,F,CUPO PACE,1
2020,INGBIO,F,CUPO P.S.U.,67
2020,INGBIO,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2020,INGBIO,F,OTROS,1
2020,INGBIO,M,ALUMNO VISITANTE POR RESOLUCIÓN,1
2020,INGBIO,M,CUPO BEA,4
2020,INGBIO,M,CUPO HIJO DE FUNCIONARIO,1
2020,INGBIO,M,CUPO PACE,2
2020,INGBIO,M,CUPO P.S.U.,62
2020,INGBIO,M,OTROS,2
2020,INGCO,F,ALUMNO VISITANTE POR RESOLUCIÓN,7
2020,INGCO,F,CAMBIO DE CARRERA,2
2020,INGCO,F,CONTINUIDAD BACHILLER,20
2020,INGCO,F,CUPO BEA,34
2020,INGCO,F,CUPO DEPORTISTA DESTACADO,6
2020,INGCO,F,CUPO ESPECIAL PARA CARRERAS QUE PONDERAN HISTORIA,3
2020,INGCO,F,CUPO HIJO DE FUNCIONARIO,1
2020,INGCO,F,CUPO MATRICULA POR EXCEPCIÓN DEMRE,2
2020,INGCO,F,CUPO OFICIO DEMRE,3
2020,INGCO,F,CUPO PACE,34
2020,INGCO,F,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2020,INGCO,F,CUPO P.S.U.,647
2020,INGCO,F,CUPO PUEBLOS INDIGENAS,1
2020,INGCO,F,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,3
2020,INGCO,F,INGRESO ESPECIAL VESPERTINO,35
2020,INGCO,F,OTROS,5
2020,INGCO,F,P.A.A.,1
2020,INGCO,F,PROSECUCION ESTUDIOS,113
2020,INGCO,F,TRASLADO DESDE OTRA INSTITUCIÓN,6
2020,INGCO,M,ALUMNO VISITANTE POR RESOLUCIÓN,4
2020,INGCO,M,CAMBIO DE CARRERA,3
2020,INGCO,M,CAMBIO DE CARRERA POR VOCACIÓN,1
2020,INGCO,M,CONTINUIDAD BACHILLER,14
2020,INGCO,M,CUPO BEA,22
2020,INGCO,M,CUPO DEPORTISTA DESTACADO,4
2020,INGCO,M,CUPO ESPECIAL PARA CARRERAS QUE PONDERAN HISTORIA,2
2020,INGCO,M,CUPO HIJO DE FUNCIONARIO,1
2020,INGCO,M,CUPO OFICIO DEMRE,3
2020,INGCO,M,CUPO PACE,9
2020,INGCO,M,CUPO PERSONAS EN SITUACIÓN DE DISCAPACIDAD,1
2020,INGCO,M,CUPO P.S.U.,575
2020,INGCO,M,CUPO PUEBLOS INDIGENAS,1
2020,INGCO,M,INGRESO ESPECIAL PARA ESTUDIANTES EXTRANJEROS,1
2020,INGCO,M,INGRESO ESPECIAL VESPERTINO,48
2020,INGCO,M,OTROS,7
2020,INGCO,M,P.A.A. (REINSC/REPOST),1
2020,INGCO,M,PROSECUCION ESTUDIOS,68
2020,INGCO,M,TRASLADO DESDE OTRA INSTITUCIÓN,3
2020,INGEST,F,CAMBIO DE CARRERA,2
2020,INGEST,F,CAMBIO DE CARRERA POR VOCACIÓN,1
2020,INGEST,F,CONTINUIDAD BACHILLER,1
2020,INGEST,F,CUPO PACE,1
2020,INGEST,F,CUPO P.S.U.,65
2020,INGEST,F,OTROS,8
2020,INGEST,M,CAMBIO DE CARRERA,2
2020,INGEST,M,CUPO BEA,2
2020,INGEST,M,CUPO DEPORTISTA DESTACADO,1
2020,INGEST,M,CUPO PACE,1
2020,INGEST,M,CUPO P.S.U.,90
2020,INGEST,M,OTROS,8
2020,INGEST,M,TRASLADO DESDE OTRA INSTITUCIÓN,2
2020,INGFI,F,CUPO P.S.U.,64
2020,INGFI,M,CAMBIO DE CARRERA,2
2020,INGFI,M,CONTINUIDAD BACHILLER,2
2020,INGFI,M,CUPO BEA,3
2020,INGFI,M,CUPO OFICIO DEMRE,1
2020,INGFI,M,CUPO PACE,2
2020,INGFI,M,CUPO P.S.U.,154
